Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,iss_score,iss_check,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_001226,Ntchisi District Hospital,Central East Zone,Ntchisi,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,63000,100,100,100,100,100,53.33333333,43.33333333,"[70.0, 60.0, 50.0, 50.0, 70.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",60,20,50,63.33333333,"[44.44444444444444, 69.44444444444444, 66.66666666666667, 75.0, 61.111111111111114]","[0, 75, 25, 100, 0, 100, 0, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 75, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,20,"[50.0, 0.0, 25.0, 25.0, 0.0]",0,0,40,40,83.63512361,66.66666667,,,60,91.50895141,100,100,40,"[100, 0, 100, 0, 0]",83.33333333,100,100,100,100,100,100,100,,,,51.85185185,"[100, 100, 0, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",51.85185185,,,999,999
MWI_000877,Mbang'ombe 2 Health Centre,Central West Zone,Lilongwe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,26893,100,0,100,100,100,59.61111111,27,"[60.0, 50.0, 60.0, 40.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54,0,,92.22222222,"[94.44444444444444, 100.0, 94.44444444444444, 80.55555555555556, 91.66666666666667]","[100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 100]",50,"[0, 100, 100, 0]",0,100,100,0,66.66666667,100,,100,0,37.5,"[50.0, 25.0]",0,0,50,100,77.33605165,66.66666667,100,100,0,97.34964322,,100,50,"[100, 0]",66.66666667,33.33333333,0,,0,0,100,100,,,,45.45454545,"[100, 100, 0, 0, 100, 100, 0, 0, 0, 0, 100]",,45.45454545,54.54545455,66,36
MWI_000542,Kanyama Health Centre,Central West Zone,Dedza,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,25954,100,0,100,100,100,57.27777778,29,"[60.0, 60.0, 40.0, 70.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",58,0,,85.55555556,"[77.77777777777777, 86.11111111111111, 77.77777777777777, 88.88888888888889, 97.22222222222223]","[100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,25,"[25.0, 25.0, 0.0, 50.0, 25.0]",20,20,40,20,75.62640401,66.66666667,100,100,0,87.09175739,,100,40,"[100, 0, 0, 100, 0]",100,33.33333333,100,,0,0,0,100,0,0,0,54.54545455,"[100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 100]",,54.54545455,29.16666667,48,14
MWI_000528,Kamuzu Barracks Hospital,Central West Zone,Lilongwe,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,26934,100,100,100,100,100,77.27777778,80.66666667,"[70.0, 60.0, 60.0, 60.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 50.0, 100.0]",62,100,80,73.88888889,"[66.66666666666667, 72.22222222222223, 88.88888888888889, 69.44444444444444, 72.22222222222223]","[100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 50, 50, 25, 0, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100]",100,"[100, nan, nan, 100]",100,,,100,66.66666667,100,,100,0,37.5,"[0.0, 50.0, 50.0, 50.0]",50,0,75,25,80.19953052,66.66666667,,35,80,99.53051643,100,100,75,"[0, 100, 100, 100]",50,100,100,100,100,100,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",66.66666667,,,999,999
MWI_001428,Thyolo District Hospital,South West Zone,Thyolo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,63731,100,100,100,100,100,76,72,"[60.0, 70.0, 60.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",66,50,100,80,"[100.0, 86.11111111111111, 63.888888888888886, 72.22222222222223, 77.77777777777777]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 25, 100, 100, 100, 100, 100, 100, 50, 100, 25, 0, 0, 100, 100, 75, 100, 50, 100, 25, 100, 0, 100, 100, 50, 75, 50, 75, 50, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,60,100,100,80,0,65,"[100.0, 50.0, 75.0, 50.0, 50.0]",60,20,80,100,79.0257615,60,100,37.31481481,80,95.86551567,80,100,80,"[100, 0, 100, 100, 100]",100,100,100,100,100,100,100,100,,,,55.55555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555556,,,999,999
MWI_000122,Bwaila Hospital,Central West Zone,Lilongwe,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,130615,100,100,100,100,100,70.84343434,72.24242424,"[63.63636363636363, 60.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",66.72727273,50,100,69.44444444,"[58.333333333333336, 58.333333333333336, 75.0, 80.55555555555556, 75.0]","[100, 50, 50, 100, 25, 0, 0, 100, 100, 100, 100, 100, 100, 25, 0, 0, 100, 0, 50, 100, 100, 100, 25, 100, 0, 100, 100, 100, 100, 100, 100, 25, 100, 0, 100, 100, 50, 100, 100, 100, 25, 100, 0, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,56.66666667,100,100,60,0,25,"[25.0, 25.0, 25.0, 25.0, 25.0]",0,0,100,0,83.5506145,56.66666667,,,100,81.08640585,80,100,100,"[100, 100, 100, 100, 100]",100,85.71428571,100,100,0,100,100,100,100,100,100,51.85185185,"[100, 100, 0, 0, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",51.85185185,,,999,999
MWI_000529,Kamuzu Central Hospital,Central West Zone,Lilongwe,TERTIARY,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,27325,100,100,100,100,100,74.36507937,74.28571429,"[70.0, 70.0, 70.0, 70.0, 60.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",68,60,100,74.44444444,"[86.11111111111111, 41.666666666666664, 91.66666666666667, 75.0, 77.77777777777777]","[100, 100, 50, 100, 25, 100, 100, 100, 100, 50, 75, 50, 100, 0, 0, 0, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 100, 100, 100, 50, 100, 25, 100, 0, 100, 100, 100, 100, 75, 100, 25, 0, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,70,"[100.0, 100.0, 25.0, 75.0, 50.0]",80,40,60,100,67.33029382,66.66666667,100,0,80,49.64539007,75,100,60,"[100, 100, 0, 100, 0]",16.66666667,100,100,100,100,100,100,100,,,,85.18518519,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100]",85.18518519,,,999,999
MWI_000496,Kalemba Community Hospital,South West Zone,Nsanje,SECONDARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,38701,100,100,100,100,100,63.48484848,63.63636364,"[70.0, 70.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0]",70,50,100,63.33333333,"[58.333333333333336, 66.66666666666667, 63.888888888888886, 66.66666666666667, 61.111111111111114]","[50, 100, 50, 75, 50, 100, 0, 100, 0, 100, 75, 75, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 100, 50, 100, 50, 100, 0, 100, 0, 75, 100, 50, 75, 50, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,90,"[75.0, 100.0, 100.0, 100.0, 75.0]",100,100,60,100,75.45463453,66.66666667,50,100,40,96.06114051,100,,60,"[0, 100, 100, 100, 0]",100,100,100,100,100,100,100,100,50,0,100,48.14814815,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",48.14814815,,41.08527132,129,53
MWI_000273,Chisitu Health Centre,South East Zone,Mulanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,30718,100,100,100,100,100,62.55239899,46.42424242,"[36.36363636363637, 40.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",39.27272727,50,50,78.68055556,"[77.77777777777777, 87.5, 87.5, 75.0, 65.625]","[100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 0, 100, 0, 100, nan, 100, 100, 100, 100, 25, 0, 0, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,63.33333333,100,0,100,0,50,"[50.0, 50.0, 50.0, 25.0, 75.0]",20,0,80,100,72.83795243,63.33333333,50,100,20,96.53233365,100,80,80,"[100, 100, 100, 0, 100]",100,57.14285714,100,0,0,0,100,100,,,,36.36363636,"[0, 100, 0, 0, 100, 0, 0, 100, 0, 0, 100]",,36.36363636,,45,999
MWI_000637,Kochilira Rural Hospital,Central West Zone,Mchinji,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,37238,100,100,100,100,100,41.66666667,30,"[40.0, 40.0, 30.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",40,0,50,53.33333333,"[55.55555555555556, 38.888888888888886, 55.55555555555556, 50.0, 66.66666666666667]","[100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 50, 50, 50, 0, 100, 0, 0, 0, 50, 50, 25, 75, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 0, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0]",50,"[0, 100, 0, 100]",0,100,0,100,66.66666667,100,,100,0,35,"[75.0, 0.0, 50.0, 25.0, 25.0]",40,20,20,60,63.89877422,66.66666667,100,0,20,96.72597865,100,,20,"[0, 0, 100, 0, 0]",100,85.71428571,100,100,100,0,100,100,,,,,[nan],,,13.51351351,74,10
MWI_000855,Matapila Health Centre,Central West Zone,Lilongwe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,36291,100,100,100,100,100,47.70833333,35,"[50.0, 50.0, 50.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0]",48,0,62.5,60.41666667,"[55.55555555555556, 68.75, 58.333333333333336, 58.333333333333336, 61.111111111111114]","[50, 50, 0, 100, 0, 100, 100, 100, 0, 100, 50, nan, 100, 0, 100, 100, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0, 100, 50, 0, 100, 0, 100, 100, 100, 0]",75,"[100, 100, 0, 100]",100,100,0,100,60,80,,100,0,30,"[75.0, 25.0, 0.0, 0.0, 50.0]",40,0,40,40,68.92966361,60,100,90,20,93.57798165,50,,40,"[100, 100, 0, 0, 0]",16.66666667,100,100,100,100,100,100,100,,,,,[nan],,,,44,999
MWI_000436,Gotha Estate Clinic,South West Zone,Thyolo,PRIMARY,CLINIC/DISPENSARY,,OTHER (SPECIFY),Eastern produce Malawi,RURAL,OUTPATIENT ONLY,PRIMARY,1550,100,0,100,0,0,38.33333333,10,"[0.0, 0.0, 0.0, 50.0, 0.0]",,10,,66.66666667,"[77.77777777777777, 61.111111111111114, 58.333333333333336, 75.0, 61.111111111111114]","[100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 0, 100, 100, 25, 100, 0, 100, 0, 100, 0, 100, 100, 75, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 0, 100, 0]",33.33333333,"[nan, 0, 100, 0]",,0,100,0,,,,,,,[],,,,,88.33333333,,100,65,,,,100,,[],16.66666667,33.33333333,100,,0,,,,,,,,[nan],,,37.5,8,3
MWI_000947,Mkanda Health Centre,Central West Zone,Mchinji,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,49453,100,100,100,100,100,41.33333333,32.66666667,"[50.0, 50.0, 50.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",48,0,50,50,"[58.333333333333336, 47.22222222222222, 72.22222222222223, 16.666666666666668, 55.55555555555556]","[100, 100, 25, 100, 0, 100, 0, 100, 0, 100, 100, 0, 100, 25, 0, 0, 100, 0, 100, 100, 50, 100, 0, 100, 0, 100, 100, 25, 50, 0, 75, 0, 0, 0, 0, 0, 100, 100, 50, 50, 0, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,10,"[0.0, 25.0, 0.0, 0.0, 25.0]",0,0,20,20,80.51554578,66.66666667,100,100,20,96.42660803,100,,20,"[0, 0, 0, 0, 100]",100,100,100,100,100,100,100,100,,,,,[nan],,,,999,999
