Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
TZA_010234,MPANDA (Mpanda District),Katavi Region,Mpanda District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,180308,100,100,100,100,100,61.01851851851852,45.92592592592593,"[np.float64(90.0), np.float64(80.0), np.float64(88.88888888888889), np.float64(90.0), np.float64(90.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",87.77777777777779,0.0,50.0,76.11111111111111,"[np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(69.44444444444444), np.float64(77.77777777777777), np.float64(69.44444444444444)]","[100, 100, 100, 100, 25, 100, 0, 100, 100, 100, 100, 75, 100, 75, 100, 0, 100, 100, 100, 100, 75, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 0, 100, 0]",100.0,100.0,85.0,100.0,40.0,100.0,20.0,100.0,40.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,0.0,3,"[np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,0.0,100.0,0.0,0.0,69.77378791807105,63.333333333333336,96.66666666666667,15.258620689655174,20.0,93.15789473684211,100.0,100.0,3,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,100.0,0.0,0.0,55.55555555555556,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,56.99999999999999,200.0,114.0,26.0,18.0,78.0,36.0,6.0,0.0,11.0,8.0,27.0,0.0
TZA_008102,TEWE,Tanga Region,Lushoto District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2152,100,0,100,100,100,91.2037037037037,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,82.4074074074074,"[np.float64(86.11111111111111), np.float64(86.11111111111111), np.float64(75.0), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 100, 75, 75, 75, 75, 75, 100, 100, 100, 100, 75, 75, 75, 75, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,66.66666666666667,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,42.5,100.0,50.0,20.0,0.0,,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333333,100.0,100.0,,0.0,100.0,100.0,100.0,,,,,,,,,,,,,,9.090909090909092,0.0,100.0,0.0,,9.090909090909092,100.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,55.55555555555556,9.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
TZA_009197,KITOMANGA,Lindi Region,Lindi District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,45000,100,100,100,100,100,94.44444444444444,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,88.88888888888889,"[np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,4,"[np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,100.0,100.0,80.20186335403727,100.0,100.0,7.5,80.0,73.91304347826086,100.0,100.0,4,100.0,"[100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.51851851851852,100.0,0.0,0.0,18.51851851851852,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.14285714285714,7.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0
TZA_005997,MVULENI,Lindi Region,Lindi District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4809,100,100,100,100,100,96.2962962962963,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,92.5925925925926,"[np.float64(88.88888888888889), np.float64(100.0), np.float64(88.88888888888889), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,3,"[np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,100.0,100.0,73.33499253359881,100.0,100.0,12.857142857142858,20.0,80.48780487804879,100.0,100.0,3,100.0,"[100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,50.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
TZA_011981,BUGELA,Shinyanga Region,Kahama District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,26996,100,0,100,100,100,87.22222222222223,80.0,"[np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(80.0)]",80.0,,,94.44444444444444,"[np.float64(100.0), np.float64(100.0), np.float64(83.33333333333333), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 75, 75, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,91.66666666666667,91.66666666666667,100.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,41.43267108167771,66.66666666666667,50.0,15.0,0.0,75.49668874172185,,,1,0.0,[0],83.33333333333333,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.272727272727273,0.0,100.0,0.0,,27.272727272727273,100.0,0.0,0.0,100.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,42.857142857142854,7.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
TZA_002197,JANA,Shinyanga Region,Kahama District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,11588,100,100,100,100,100,92.70833333333333,93.75,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",90.0,100.0,,91.66666666666666,"[np.float64(83.33333333333333), np.float64(100.0), np.float64(nan), np.float64(nan), np.float64(nan)]","[50, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,1,[np.float64(25.0)],100.0,0.0,0.0,0.0,0.0,57.82352266207688,66.66666666666667,100.0,24.0,0.0,98.45094664371773,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0,0.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,54.54545454545455,0.0,100.0,0.0,,54.54545454545455,100.0,100.0,100.0,100.0,0.0,,,,100.0,,,,,,,,,,,,0.0,100.0,0.0,0.0,,,,0.0,50.0,12.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0
TZA_009189,KISHAPU,Shinyanga Region,Kishapu District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,17572,100,100,100,100,100,87.25,87.0,"[np.float64(90.0), np.float64(90.0), np.float64(80.0), np.float64(70.0), np.float64(90.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",84.0,90.0,,87.5,"[np.float64(93.75), np.float64(81.25), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 100, 75, 100, 100, 100, 100, 100, nan, 75, 100, 100, 100, 75, 100, 0, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,100.0,87.5,100.0,87.5,100.0,50.0,100.0,,0.0,"[0, 0, 0, 0]",100.0,0.0,0.0,0.0,0.0,60.0,80.0,,100.0,0.0,50.0,1,[np.float64(50.0)],100.0,0.0,100.0,100.0,0.0,37.54127621597501,60.0,90.0,7.777777777777778,0.0,67.46987951807229,,0.0,1,100.0,[100],83.33333333333333,100.0,0.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,50.0,0.0,0.0,44.44444444444444,100.0,0.0,0.0,44.44444444444444,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,70.2127659574468,47.0,33.0,6.0,4.0,30.0,24.0,4.0,3.0,2.0,2.0,3.0,0.0
TZA_003058,KINAMPANDA (Kishapu District),Shinyanga Region,Kishapu District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2760,100,0,100,100,100,80.0,80.0,"[np.float64(80.0), np.float64(80.0), np.float64(70.0), np.float64(90.0)]",80.0,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,5.0,5,"[np.float64(0.0), np.float64(25.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",20.0,0.0,0.0,0.0,0.0,39.93464052287582,66.66666666666667,50.0,0.0,0.0,83.00653594771241,,,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,26.666666666666668,15.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,9.0,0.0
TZA_004655,MASURURA,Mara Region,Butiama District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8361,100,0,100,100,100,68.0,68.0,"[np.float64(80.0), np.float64(80.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",86.0,50.0,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,50.0,"[0, 100, 100, 0]",100.0,0.0,100.0,100.0,0.0,66.66666666666667,100.0,,100.0,0.0,0.0,1,[np.float64(0.0)],0.0,0.0,100.0,0.0,0.0,63.55902777777777,66.66666666666667,33.33333333333333,5.0,80.0,96.35416666666666,,100.0,1,0.0,[0],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,83.33333333333333,100.0,100.0,,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,18.51851851851852,100.0,0.0,0.0,18.51851851851852,,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TZA_004936,MCHARO,Mara Region,Bunda District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4120,100,0,100,100,100,77.13888888888889,64.0,"[np.float64(90.0), np.float64(90.0), np.float64(80.0), np.float64(90.0), np.float64(90.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(0.0)]",88.0,40.0,,90.27777777777777,"[np.float64(94.44444444444444), np.float64(86.11111111111111), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 100, 75, 75, 100, 100, 100, 100, 100, 100, 75, 75, 25, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,87.5,75.0,50.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,60.000000000000014,100.0,,80.0,0.0,12.5,2,"[np.float64(0.0), np.float64(25.0)]",50.0,0.0,50.0,0.0,0.0,62.5,60.000000000000014,100.0,15.0,0.0,100.0,,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,0.0,0.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.51851851851852,100.0,0.0,0.0,18.51851851851852,,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
TZA_004455,MANDERA KIVA,Tanga Region,Handeni District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2713,100,0,100,100,100,75.0,,[],,,,75.0,"[np.float64(75.0), np.float64(75.0), np.float64(75.0), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,,,,,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,69.46886446886447,,100.0,15.0,,93.4065934065934,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,50.0,8.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
TZA_010248,SHINYANGA,Shinyanga Region,Shinyanga District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,2241299,100,0,100,0,100,71.66666666666667,,[],,,,71.66666666666667,"[np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(77.77777777777777), np.float64(72.22222222222223), np.float64(44.44444444444444)]","[75, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 50, 75, 100, 100, 75, 100, 100, 100, 0, 75, 75, 50, 75, 75, 100, 100, 100, 0, 25, 25, 50, 50, 50, 100, 100, 0, 0]",65.0,75.0,70.0,85.0,70.0,100.0,100.0,80.0,0.0,66.66666666666667,"[0, 100, 100, nan]",100.0,0.0,100.0,100.0,,,,,,,,0,[],,,,,,,,,,,,,,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,50.0,100.0,,,100.0,,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,100.0,0.0,0.0,59.25925925925926,,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,47.30538922155689,501.0,237.0,24.0,999.0,104.0,999.0,14.0,999.0,10.0,999.0,0.0,0.0
TZA_001517,IDAHINA,Shinyanga Region,Kahama District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4432,100,100,100,100,100,83.00694444444444,87.88888888888889,"[np.float64(90.0), np.float64(88.88888888888889), np.float64(90.0), np.float64(80.0), np.float64(80.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",85.77777777777779,90.0,,78.125,"[np.float64(78.125), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 100, 100, 100, 50, 100, 0, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,63.333333333333336,100.0,,100.0,0.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,61.41942634817227,63.333333333333336,100.0,23.75,0.0,81.43322475570032,,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,36.36363636363637,0.0,100.0,0.0,,36.36363636363637,100.0,100.0,100.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,30.76923076923077,13.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0
TZA_010085,KOLANDOTO,Shinyanga Region,Shinyanga District,PRIMARY,DISTRICT HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,19564,100,100,100,100,100,75.83333333333333,80.0,"[np.float64(70.0), np.float64(70.0), np.float64(60.0), np.float64(70.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0)]",67.5,80.0,90.0,71.66666666666666,"[np.float64(52.77777777777778), np.float64(88.88888888888889), np.float64(66.66666666666667), np.float64(72.22222222222223), np.float64(77.77777777777777)]","[50, 100, 50, 75, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 25, 75, 100, 0, 100, 0, 100, 100, 100, 75, 75, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0]",90.0,100.0,90.0,75.0,70.0,100.0,20.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,3,"[np.float64(25.0), np.float64(25.0), np.float64(25.0)]",33.333333333333336,0.0,66.66666666666667,66.66666666666667,0.0,64.79591577879249,66.66666666666667,82.1917808219178,8.416666666666666,0.0,96.2962962962963,100.0,100.0,3,66.66666666666667,"[100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,50.0,100.0,100.0,62.96296296296296,100.0,0.0,0.0,62.96296296296296,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,,51.973684210526315,152.0,79.0,8.0,5.0,78.0,55.0,5.0,0.0,8.0,3.0,10.0,0.0
