Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM_ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
MDG_002781,CHRD2 Betioky Atsimo,Atsimo Andrefana,Betioky Atsimo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,0,0,82.91666667,94.44444444,"[np.float64(66.66666666666667), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,66.66666667,100,71.38888889,"[np.float64(72.22222222222223), np.float64(63.888888888888886), np.float64(83.33333333333333), np.float64(75.0), np.float64(62.5)]","[75, 100, 50, 50, 75, 100, 100, 100, 0, 50, 100, 50, 25, 50, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 50, nan, 50, 100, 100, 100, 0, 100, 100, 25, nan, 75, 100, 100, 0, 0]",85,100,50,58.33333333,65,100,100,80,0,0,[],0,,,,,,,,,,,0,[],,,,,,40.86363636,,45.45454545,18,,,100,0,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,100,100,,,100,0,0,0,0,100,100,0,100,0,0,50,100,100,29.62962963,100,0,0,29.62962963,,0,0,0,100,0,100,0,0,100,100,100,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,,0,12,0,1,0,7,0,2,0,1,0,0,0
MDG_002907,CHU GOB,Analamanga,Antananarivo Renivohitra,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,1846056,100,0,0,100,100,80.61111111,84,"[np.float64(80.0), np.float64(90.0), np.float64(90.0), np.float64(80.0), np.float64(80.0)]",84,,,77.22222222,"[np.float64(86.11111111111111), np.float64(72.22222222222223), np.float64(63.888888888888886), np.float64(77.77777777777777), np.float64(86.11111111111111)]","[100, 100, 75, 100, 100, 100, 100, 100, 0, 75, 100, 75, 100, 100, 100, 0, 100, 0, 75, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0]",90,100,85,100,80,100,40,100,0,66.66666667,"[0, 100, 100, nan]",100,0,100,100,,66.66666667,100,,100,0,,0,[],,,,,,73.33333333,66.66666667,,,80,,,,0,,[],16.66666667,0,0,0,0,0,100,100,100,,,,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,51.85185185,100,0,0,51.85185185,,100,0,0,100,0,0,0,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,0,0,0,100,0,,1.62601626,123,2,30,2,89,0,3,0,1,0,0,0
MDG_002905,CHU CENHOSOA,Analamanga,Antananarivo Renivohitra,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,450000,100,100,0,100,100,66.86111111,64,"[np.float64(40.0), np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(40.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",52,40,100,69.72222222,"[np.float64(69.44444444444444), np.float64(69.44444444444444), np.float64(66.66666666666667), np.float64(62.5), np.float64(80.55555555555556)]","[50, 75, 0, 100, 100, 100, 100, 100, 0, 50, 100, 25, 100, 50, 100, 100, 100, 0, 50, 100, 0, 100, 50, 100, 100, 100, 0, 100, 100, nan, 0, 100, 100, 0, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0]",70,95,18.75,80,75,100,80,100,0,0,[],0,,,,,20,60,,0,0,,0,[],,,,,,43.23987539,20,,,100,9.719626168,,,0,,[],16.66666667,0,0,0,0,0,100,83.33333333,100,100,100,,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,37.03703704,100,0,0,37.03703704,,100,0,100,0,0,100,100,0,0,0,0,0,100,0,0,0,0,100,0,100,100,100,0,100,0,0,0,,,999,999,999,999,999,999,999,999,999,999,999,999
MDG_002290,CSB2 Marofoty,Atsimo Andrefana,Toliara II,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9,100,0,100,100,100,76.93939394,70.54545455,"[np.float64(80.0), np.float64(80.0), np.float64(72.72727272727273), np.float64(80.0), np.float64(40.0)]",70.54545455,,,83.33333333,"[np.float64(83.33333333333333), np.float64(83.33333333333333), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,50,100,100,100,100,100,0,0,[],0,,,,,56.66666667,80,0,100,0,0,3,"[np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,66.66666667,0,0,56.32050715,56.66666667,89.47368421,1.176470588,40,94.28571429,,,3,0,"[0, 0, 0]",83.33333333,100,0,100,100,100,100,60,0,,,100,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,10,0,0,0,3,0,0,0,1,0,5,0
MDG_002738,CHRR Betsiboka,Betsiboka,Maevatanana,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,0,50.69444444,35.83333333,"[np.float64(40.0), np.float64(50.0), np.float64(40.0), np.float64(40.0), np.float64(60.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0)]",46,0,100,65.55555556,"[np.float64(52.77777777777778), np.float64(69.44444444444444), np.float64(58.333333333333336), np.float64(72.22222222222223), np.float64(75.0)]","[100, 100, 75, 0, 0, 100, 0, 100, 0, 100, 100, 75, 0, 50, 100, 100, 100, 0, 100, 100, 100, 0, 25, 100, 0, 100, 0, 100, 100, 100, 0, 50, 100, 100, 100, 0, 100, 100, 100, 0, nan, 100, 100, 100, 0]",100,100,90,0,31.25,100,60,100,0,0,[],0,,,,,6.666666667,0,,20,0,,0,[],,,,,,41.27338292,6.666666667,58.62068966,2.352941176,80,,0,100,0,,[],100,100,100,100,100,100,100,83.33333333,100,100,0,100,100,,100,100,100,100,100,100,100,100,0,100,100,50,100,0,22.22222222,100,0,0,22.22222222,,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,100,100,100,0,0,0,0,0,,0,29,0,8,0,11,0,2,0,0,0,0,0
MDG_002743,CHRR Androy,Androy,Ambovombe Androy,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,86.68055556,86,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(0.0)]",90,100,75,87.36111111,"[np.float64(88.88888888888889), np.float64(81.25), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 50, 100, 100, 100, 100, 0, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",90,100,100,100,100,80,100,100,0,33.33333333,"[100, 0, 0, nan]",100,100,0,0,,100,,100,100,100,,0,[],,,,,,100,100,,,,,100,100,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,62.96296296,100,0,0,62.96296296,,100,100,100,0,0,100,100,100,100,100,100,100,100,0,0,0,0,100,0,100,100,100,0,100,0,0,100,,,999,999,999,999,999,999,999,999,999,999,999,999
MDG_002748,CHRD2 Amparafaravola,Alaotra Mangoro,Amparafaravola,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,0,100,0,0,86.11111111,,[],,,,86.11111111,"[np.float64(86.11111111111111), np.float64(86.11111111111111), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,100,100,75,100,100,100,0,50,"[100, 0, nan, nan]",100,100,0,,,,,,,,,0,[],,,,,,50,,100,0,,,,,0,,[],16.66666667,0,0,0,0,0,100,33.33333333,0,,,100,,,0,0,0,100,100,100,100,0,100,0,100,50,100,100,25.92592593,100,0,0,25.92592593,,100,0,0,100,0,0,0,0,100,0,0,0,100,100,0,0,0,100,0,0,0,100,0,0,0,0,0,,,999,999,3,0,999,999,3,0,0,0,0,0
MDG_002620,CSB2 Mahabo,Anosy,Betroka,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,INPATIENT ONLY,PRIMARY,9,100,100,100,100,100,67.91666667,77.5,"[np.float64(80.0), np.float64(80.0), np.float64(100.0), np.float64(50.0)]",80,,75,58.33333333,"[np.float64(55.55555555555556), np.float64(61.111111111111114), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 0, 0, 0, 100, 100, 100, 0, 25, 100, 25, 100, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",62.5,100,12.5,50,0,100,100,100,0,0,"[0, 0, 0, nan]",100,0,0,0,,66.66666667,100,100,100,0,,0,[],,,,,,52.44202899,66.66666667,50,2.5,50,93.04347826,,,0,,[],100,100,100,100,100,100,100,83.33333333,100,,100,100,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,2,2,0,0,2,2,0,0,0,0,0,0
MDG_002775,CHRD1 Amboasary Atsimo,Anosy,Amboasary Sud,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,80.73232323,84.24242424,"[np.float64(72.72727272727273), np.float64(80.0), np.float64(100.0)]",76.36363636,,100,77.22222222,"[np.float64(77.77777777777777), np.float64(75.0), np.float64(75.0), np.float64(77.77777777777777), np.float64(80.55555555555556)]","[100, 100, 100, 100, 100, 100, 0, 100, 0, 75, 100, 100, 100, 100, 0, 100, 100, 0, 100, 75, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0, 50, 100, 75, 100, 100, 100, 100, 100, 0]",85,95,95,100,100,60,60,100,0,75,"[100, 0, 100, 100]",100,100,0,100,100,58.33333333,100,100,50,0,0,2,"[np.float64(0.0), np.float64(0.0)]",0,0,50,0,0,68.33333333,58.33333333,100,46.66666667,,,,,2,0,"[0, 0]",100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,50,0,0,22.22222222,100,0,0,22.22222222,,100,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,,6,999,1,999,2,999,1,999,1,999,1,999
MDG_002607,CSB2 Kelivaho,Anosy,Betroka,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,INPATIENT ONLY,PRIMARY,9,100,0,100,100,100,83.05555556,85,"[np.float64(90.0), np.float64(80.0)]",85,,,81.11111111,"[np.float64(72.22222222222223), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[50, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",90,100,100,100,100,100,100,40,0,100,"[100, 100, 100, 100]",100,100,100,100,100,83.33333333,100,,100,50,12.5,2,"[np.float64(25.0), np.float64(0.0)]",50,0,50,0,0,50.6557377,83.33333333,75,8.333333333,50,36.61202186,,,2,0,"[0, 0]",100,100,100,100,100,100,100,100,100,,,100,100,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,40,5,2,0,0,2,2,0,0,0,0,2,0
MDG_002802,CHRD2 Ambilobe,Diana,Ambilobe,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,66.11111111,58.88888889,"[np.float64(40.0), np.float64(80.0), np.float64(70.0), np.float64(40.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(0.0)]",57.5,66.66666667,50,73.33333333,"[np.float64(61.111111111111114), np.float64(66.66666666666667), np.float64(80.55555555555556), np.float64(86.11111111111111), np.float64(72.22222222222223)]","[100, 100, 50, 0, 0, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 50, 0, 100, 100, 100, 100, 0]",100,100,60,60,60,100,80,100,0,100,"[100, 100, 100, 100]",100,100,100,100,100,50,50,,100,0,60,5,"[np.float64(50.0), np.float64(75.0), np.float64(75.0), np.float64(75.0), np.float64(25.0)]",100,0,60,60,80,59.53869048,50,100,0.104166667,66.66666667,100,0,100,5,60,"[0, 100, 100, 100, 0]",16.66666667,0,0,0,0,0,100,85.71428571,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25.92592593,100,0,0,25.92592593,,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,100,0,100,100,100,0,0,0,0,0,,,30,999,2,0,20,0,3,0,0,0,0,0
MDG_000538,CSB2 Ambilobe DU,Diana,Ambilobe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9,100,0,100,100,100,64.44444444,71.66666667,"[np.float64(100.0), np.float64(70.0), np.float64(66.66666666666667), np.float64(50.0)]",85,58.33333333,,57.22222222,"[np.float64(50.0), np.float64(55.55555555555556), np.float64(55.55555555555556), np.float64(61.111111111111114), np.float64(63.888888888888886)]","[0, 100, 50, 0, 0, 100, 100, 100, 0, 0, 100, 75, 0, 25, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 50, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 75, 100, 100, 100, 0]",20,100,75,0,20,100,100,100,0,100,"[100, 100, 100, 100]",100,100,100,100,100,66.66666667,0,,100,50,20,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(0.0), np.float64(25.0)]",80,0,20,0,0,63.53333333,66.66666667,100,1,50,100,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,50,100,100,,0,0,100,0,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,5,5,1,1,4,0,0,0,0,0,0,0
MDG_001941,CSB1 Tanambao,Atsinanana,Vohibinany (Brickaville),PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,12607,100,0,100,100,100,59.02777778,50,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",50,,,68.05555556,"[np.float64(75.0), np.float64(55.55555555555556), np.float64(72.22222222222223), np.float64(69.44444444444444), np.float64(nan)]","[100, 100, 75, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 100, 0, 100, 100, 100, 0, 50, 100, 100, 100, 0, 100, 100, 100, 0, 25, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,93.75,0,43.75,100,75,100,0,100,"[100, 100, 100, 100]",100,100,100,100,100,0,0,,0,0,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,32.85714286,0,0,,40,91.42857143,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,40,0,,,100,0,100,0,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,10,999,0,0,5,0,0,0,0,0,5,0
MDG_003639,FSP RASALAMA,Atsimo Andrefana,Toliara I,PRIMARY,CLINIC/DISPENSARY,,MISSION/FAITH-BASED,,URBAN,OUTPATIENT ONLY,PRIMARY,9,0,0,100,100,0,71.0625,64,"[np.float64(70.0), np.float64(60.0), np.float64(60.0), np.float64(70.0), np.float64(60.0)]",64,,,78.125,"[np.float64(78.125), np.float64(78.125), np.float64(87.5), np.float64(65.625), np.float64(81.25)]","[100, 100, 75, nan, 50, 100, 100, 100, 0, 100, 100, 50, nan, 75, 100, 100, 100, 0, 100, 100, 100, nan, 100, 100, 100, 100, 0, 100, 100, 75, nan, 50, 100, 100, 0, 0, 100, 100, 75, nan, 75, 100, 100, 100, 0]",100,100,75,,70,100,100,80,0,0,[],0,,,,,33.33333333,0,,100,0,,0,[],,,,,,50.41666667,33.33333333,100,8.333333333,60,,,,0,,[],16.66666667,0,0,0,0,0,100,100,,,,100,100,,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,6,0,3,0,1,0,0,0,0,0,0,0
